	EntryID	Headword	pronunciation
4335	d2e678183Meyers-1905	Cornwall [1]	kórn-ŭāl,
4336	d2e678253Meyers-1905	Cornwallis [2]	-ŭollis
4337	d2e678691Meyers-1905	Coronationinsel	koronēsch'n-
4338	d2e678864Meyers-1905	Corot	kŏro
4339	d2e679577Meyers-1905	Correggio [1]	korréddscho
4340	d2e679591Meyers-1905	Correggio [2]	korréddscho
4341	d2e679645Meyers-1905	Corregidor	-chidōr;
4342	d2e679727Meyers-1905	Correspondance	-ongdāngß'
4343	d2e679778Meyers-1905	Corrèze [1]	-rǟs'
4344	d2e679792Meyers-1905	Corrèze [2]	-rǟs'
4345	d2e680024Meyers-1905	Corsaire	korßǟr'
4346	d2e680058Meyers-1905	Corselet	korß'lä
4347	d2e680072Meyers-1905	Corseul	korßöl
4348	d2e680086Meyers-1905	Corsham	kórßĕm
4349	d2e680329Meyers-1905	Cortaillod	-tăjō
4350	d2e680398Meyers-1905	Cortège	-tǟsch'
4351	d2e680412Meyers-1905	Cortemaggiore	-maddschōre
4352	d2e680630Meyers-1905	Corticelli	-tschelli
4353	d2e680720Meyers-1905	Corton	-tóng
4354	d2e680847Meyers-1905	Coruña, La [1]	-runnja
4355	d2e681506Meyers-1905	Coscile	-schīle,
4356	d2e681523Meyers-1905	Cos Destournel	ko
4357	d2e681605Meyers-1905	Coseley	kós'lĭ
4358	d2e681693Meyers-1905	Coshocton	koschóckt'n
4359	d2e681722Meyers-1905	Cosihuiriáchic	-ātschik,
4360	d2e681903Meyers-1905	Cosne	kōn',
4361	d2e682142Meyers-1905	Cosson	-óng
4362	d2e682168Meyers-1905	Cossonay	-nä
4363	d2e682514Meyers-1905	Coste	kost'
4364	d2e682613Meyers-1905	Costenoble	-nōbl
4365	d2e682911Meyers-1905	Côte, La	kōt'
4366	d2e682928Meyers-1905	Coteau des Prairies	kottō
4367	d2e682942Meyers-1905	Coteau du Missouri	kottō
4368	d2e682959Meyers-1905	Côte d Or	kōt'
4369	d2e683058Meyers-1905	Cotentin	kottangtäng
4370	d2e683078Meyers-1905	Côte Rôtie	kōt'
4371	d2e683093Meyers-1905	Côtes	kōt'
4372	d2e683110Meyers-1905	Côte-Saint-André, La	kōt'-ßängt-angdré
4373	d2e683138Meyers-1905	Côtes-du-Nord	kōt'-dü-nōr,
4374	d2e683184Meyers-1905	Cotidal lines	kotāīdel
4375	d2e683202Meyers-1905	Cotignola	kotinjōla
4376	d2e683219Meyers-1905	Cotillac	-tijack
4377	d2e683233Meyers-1905	Cotin	kottäng
4378	d2e683272Meyers-1905	Cotocachi	-kátschi
4379	d2e683304Meyers-1905	Coton	kottóng
4380	d2e683409Meyers-1905	Cotopaxi	-páchi
4381	d2e683645Meyers-1905	Cottagesystem	kóttidsch-
4382	d2e683668Meyers-1905	Cotte [1]	kott'
4383	d2e683692Meyers-1905	Cotte [2]	kott'
4384	d2e683709Meyers-1905	Cotteau	kottō
4385	d2e683742Meyers-1905	Cottereau	kott'rō
4386	d2e683762Meyers-1905	Cottin	-täng
4387	d2e683795Meyers-1905	Cottingham	kótting-ĕm
4388	d2e684002Meyers-1905	Couche	kūsch'
4389	d2e684036Meyers-1905	Coucheron-Aamot	kūsch'róng
4390	d2e684062Meyers-1905	Couckelaere	kukelāre
4391	d2e684076Meyers-1905	Coucy	kußi
4392	d2e684102Meyers-1905	Coucy-le-Château	kußi-lö-schatō
4393	d2e684116Meyers-1905	Coudée	kudē,
4394	d2e684150Meyers-1905	Couder	kudǟr
4395	d2e684168Meyers-1905	Coudreau	kudrō
4396	d2e684234Meyers-1905	Couillet	kujä
4397	d2e684248Meyers-1905	Coulage	kulāsch'
4398	d2e684279Meyers-1905	Coulé	kulé
4399	d2e684294Meyers-1905	Couleur	kulör
4400	d2e684311Meyers-1905	Couleur an feu	kulör
4401	d2e684328Meyers-1905	Couleuvrine	kuläwrīn'
4402	d2e684394Meyers-1905	Coulmiers	kulmjē
4403	d2e684414Meyers-1905	Couloir	kulŭār
4404	d2e684450Meyers-1905	Coulomb [2]	kulóng
4405	d2e684514Meyers-1905	Coulommiers	kulomjē
4406	d2e684547Meyers-1905	Council	kaunßĭl
4407	d2e684597Meyers-1905	Council Bluffs	kaunßĭl
4408	d2e684611Meyers-1905	Counsel	kaunßĕl,
4409	d2e684651Meyers-1905	Count	kaunt
4410	d2e684674Meyers-1905	Count-out	kaunt-aut
4411	d2e684688Meyers-1905	Country	könntrì
4412	d2e684702Meyers-1905	County	kauntĭ,
4413	d2e684731Meyers-1905	County borough	kauntĭ
4414	d2e684748Meyers-1905	County-Council	kauntĭ-kaunßĭl,
4415	d2e684769Meyers-1905	County-Court	kauntĭ-kōrt,
4416	d2e684809Meyers-1905	County-Hall	kauntĭ-haol,
4417	d2e684826Meyers-1905	Coup	ku
4418	d2e684826Meyers-1905	Coup	ku
4419	d2e684843Meyers-1905	Coupage	kupāsch'
4420	d2e684857Meyers-1905	Coupar Angus	kūper
4421	d2e684874Meyers-1905	Coup d'assurance	ku
4422	d2e684895Meyers-1905	Coup fie milieu	ku
4423	d2e684912Meyers-1905	Coup de semonce	ku
4424	d2e684929Meyers-1905	Coup d'Etat	ku
4425	d2e684957Meyers-1905	Coup d'œil	ku
4426	d2e684971Meyers-1905	Coupe	kūp'
4427	d2e685010Meyers-1905	Couperin	kup'räng
4428	d2e685127Meyers-1905	Coupiers Blau	kupjēs
4429	d2e685183Meyers-1905	Couplet	kuplē,
4430	d2e685200Meyers-1905	Coupon	kupóng,
4431	d2e685325Meyers-1905	Coupure	kupǟr'
4432	d2e685342Meyers-1905	Cour	kūr
4433	d2e685378Meyers-1905	Courage	kurāsch'
4434	d2e685413Meyers-1905	Courant ascendant	kurāng
4435	d2e685430Meyers-1905	Courante	kurāngt',
4436	d2e685479Meyers-1905	Courbet	kurbä
4437	d2e685546Meyers-1905	Courbevoie	kurb'wŭá
4438	d2e685560Meyers-1905	Courbière	kurbjǟr'
4439	d2e685577Meyers-1905	Courcel	kurßell
4440	d2e685595Meyers-1905	Courcelles	kurßäl
4441	d2e685609Meyers-1905	Courcelles-Chaussy	kurßäl'-schōßī
4442	d2e685626Meyers-1905	Courcelle-Seneuil	kurßäl'-ß'nöj
4443	d2e685680Meyers-1905	Courcy	kurßi
4444	d2e685713Meyers-1905	Cour des miracles	kūr
4445	d2e685730Meyers-1905	Courier de Méré	kūrĭē
4446	d2e685751Meyers-1905	Courir sus, Ordre de	ordr'
4447	d2e685765Meyers-1905	Courmayeur	kūrmăjör
4448	d2e685779Meyers-1905	Couronnement	kuronn'māng,
4449	d2e685793Meyers-1905	Couroupita	'uru-,
4450	d2e685836Meyers-1905	Courpière	kūrpjǟr'
4451	d2e685851Meyers-1905	Courrières	kurĭǟr'
4452	d2e685865Meyers-1905	Cours [1]	kūr
4453	d2e685882Meyers-1905	Cours [2]	kūr
4454	d2e685896Meyers-1905	Coursan	kurßāng
4455	d2e685910Meyers-1905	Cours d'amour	kūr
4456	d2e685927Meyers-1905	Courseulles	kurßöll'
4457	d2e685942Meyers-1905	Courson	kurßóng
4458	d2e685975Meyers-1905	Court [1]	kōrt
4459	d2e685989Meyers-1905	Court [2]	kūr
4460	d2e686017Meyers-1905	Courtage	kurtāsch'
4461	d2e686046Meyers-1905	Courtaud	kurtō
4462	d2e686060Meyers-1905	Courtelary	kurt'larī
4463	d2e686075Meyers-1905	Courtenay [1]	kurt'nä
4464	d2e686089Meyers-1905	Courtenay [2]	kurt'nä
4465	d2e686154Meyers-1905	Courthézon	kurtesóng
4466	d2e686168Meyers-1905	Courthope	kōrt-hōp
4467	d2e686204Meyers-1905	Courtier	kurtjē
4468	d2e686285Meyers-1905	Courtney	kōrtnĭ
4469	d2e686305Meyers-1905	Courtois	kurtŭá
4470	d2e686340Meyers-1905	Courtoisie	kurtŭasī
4471	d2e686367Meyers-1905	Courtrai	kurträ,
4472	d2e686415Meyers-1905	Courtry	kurtrī
4473	d2e686434Meyers-1905	Courts jours	kūr
4474	d2e686448Meyers-1905	Coury-les-Bains	kuri-lä-bäng,
4475	d2e686488Meyers-1905	Cousin [1]	kusäng,
4476	d2e686512Meyers-1905	Cousin [2]	kusäng
4477	d2e686620Meyers-1905	Cousin-Montauban	kūsäng-mongtobáng
4478	d2e686648Meyers-1905	Cousinot	kusinō
4479	d2e686665Meyers-1905	Cousins	kös'ns
4480	d2e686727Meyers-1905	Coustou	kustu
4481	d2e686757Meyers-1905	Coutances	kutāngß'
4482	d2e686774Meyers-1905	Coutet	kutä
4483	d2e686791Meyers-1905	Couthon	kutóng
4484	d2e686808Meyers-1905	Coutil	kutī
4485	d2e686824Meyers-1905	Coutras	kutrá
4486	d2e686840Meyers-1905	Coutumes	kutǖm'
4487	d2e686871Meyers-1905	Couture	kutǖr'
4488	d2e686891Meyers-1905	Couvade	kuwād',
4489	d2e686928Meyers-1905	Couverture	kuwärtǟr'
4490	d2e686945Meyers-1905	Couveuse	kuwös'
4491	d2e686965Meyers-1905	Couvin	kuwäng
4492	d2e686980Meyers-1905	Couvreface	kūwr'fāß'
4493	d2e686997Meyers-1905	Couvreur	kuwrör
4494	d2e687083Meyers-1905	Covenant	kóww'nent,
4495	d2e687107Meyers-1905	Covent Garden	kóww'nt
4496	d2e687124Meyers-1905	Coventry	kóww'ntrī
4497	d2e687141Meyers-1905	Cove of Cork	kōw
4498	d2e687158Meyers-1905	Covercoats	kówwerkōts
4499	d2e687193Meyers-1905	Covilhã	kōwiljáng'
4500	d2e687208Meyers-1905	Covington	kówwingt'n
4501	d2e687270Meyers-1905	Cowboy	kau-beu,
4502	d2e687284Meyers-1905	Cowcatcher	kau-kättscher,
4503	d2e687302Meyers-1905	Cowdee	kaudi,
4504	d2e687322Meyers-1905	Cowdenbeath	kaudenbīth
4505	d2e687336Meyers-1905	Cowell	kau-ĕl
4506	d2e687359Meyers-1905	Cowen	kau-ĕn
4507	d2e687401Meyers-1905	Cowes	kaus'
4508	d2e687418Meyers-1905	Cowley	kaulĭ
4509	d2e687475Meyers-1905	Cowpen	kaupénn
4510	d2e687489Meyers-1905	Cowper	kauper
4511	d2e687726Meyers-1905	Coxcomb	kócks-kōm
4512	d2e687747Meyers-1905	Coxe	kockß
4513	d2e687820Meyers-1905	Coxie	kockßje,
4514	d2e687916Meyers-1905	Coypel	kŭapell
4515	d2e687948Meyers-1905	Coysevox	kŭas'wō
4516	d2e688014Meyers-1905	Crabbe	kräbb
4517	d2e688138Meyers-1905	Crachement	krasch'māng,
4518	d2e688236Meyers-1905	Craesbeeck	krās-
4519	d2e688253Meyers-1905	Crag	krägg
4520	d2e688270Meyers-1905	Craik	krēk
4521	d2e688579Meyers-1905	Cramignon	-njóng
4522	d2e688593Meyers-1905	Cramlington	krämm-
4523	d2e688607Meyers-1905	Crampel	krangpell
4524	d2e688627Meyers-1905	Cran	kränn
4525	d2e688726Meyers-1905	Cranbrook	krännbruk
4526	d2e688743Meyers-1905	Crane	krēn
4527	d2e688923Meyers-1905	Cransac	krangßack
4528	d2e688984Meyers-1905	Craon	krāng,
4529	d2e689019Meyers-1905	Craonne	krann'
4530	d2e689033Meyers-1905	Crapaud	-pō
4531	d2e689047Meyers-1905	Crapelet	krăp'lä
4532	d2e689129Meyers-1905	Craquelé	krack'lé
4533	d2e689156Meyers-1905	Craqueur	-kör
4534	d2e689187Meyers-1905	Crashaw	kräschao
4535	d2e689421Meyers-1905	Crau, La	krō,
4536	d2e689441Meyers-1905	Cravant	krawāng
4537	d2e689500Meyers-1905	Crawford	kraoförd
4538	d2e689580Meyers-1905	Crawford and Balcarres	kraoförd
4539	d2e689639Meyers-1905	Crawfordsville	kraofördswill
4540	d2e689653Meyers-1905	Crawfurd	kraoförd
4541	d2e689689Meyers-1905	Crayer	krājer
4542	d2e689706Meyers-1905	Crayon	kräjóng
4543	d2e689795Meyers-1905	Crébillon	krebijóng
4544	d2e689872Meyers-1905	Crêche	krǟsch'
4545	d2e689889Meyers-1905	Crecy-en-Ponthieu	kreßi-ang-pongtjǟ
4546	d2e690029Meyers-1905	Crédit foncier	kredĭ
4547	d2e690049Meyers-1905	Crédit mobilier	kredī
4548	d2e690066Meyers-1905	Crediton	krédd-
4549	d2e690169Meyers-1905	Creede	krīd
4550	d2e690183Meyers-1905	Creek	krīk
4551	d2e690197Meyers-1905	Creeks	krĭks
4552	d2e690214Meyers-1905	Crees	krīs
4553	d2e690231Meyers-1905	Creighton	krët'n
4554	d2e690290Meyers-1905	Creil	kräj
4555	d2e690441Meyers-1905	Crémaillère	kremajǟr'
4556	d2e690458Meyers-1905	Crémant	-māng
4557	d2e690509Meyers-1905	Crème	krǟm'
4558	d2e690603Meyers-1905	Crémer	kremǟr
4559	d2e690643Meyers-1905	Crémieu	krēmjö
4560	d2e690657Meyers-1905	Crémieux	krēmjö
4561	d2e690832Meyers-1905	Créneaux	krenō
4562	d2e690847Meyers-1905	Crenneville	krän'wil'
4563	d2e690890Meyers-1905	Crêpe	kräp'
4564	d2e690956Meyers-1905	Crépon	-póng
4565	d2e691031Meyers-1905	Créqui	kreki
4566	d2e691053Meyers-1905	Crescendo	kreschenndo,
4567	d2e691151Meyers-1905	Crescentīno	kresch-
4568	d2e691212Meyers-1905	Crescimbēni	kresch-
4569	d2e691263Meyers-1905	Crescini	kreschīni
4570	d2e691362Meyers-1905	Crespy	kräpi
4571	d2e691411Meyers-1905	Crest [2]	krest
4572	d2e691552Meyers-1905	Crêt de la Neige	krä
4573	d2e691566Meyers-1905	Crête	krǟt',
4574	d2e691584Meyers-1905	Crétin	-täng
4575	d2e691601Meyers-1905	Crétineau-Joly	-nō-scholli
4576	d2e691733Meyers-1905	Cretonsbrot	krötóng-
4577	d2e691748Meyers-1905	Creus	krē-us
4578	d2e691768Meyers-1905	Creuse [1]	krös',
4579	d2e691799Meyers-1905	Creusot, Le	lö
4580	d2e691866Meyers-1905	Creux de Champ	krö
4581	d2e691880Meyers-1905	Creux du Van	krö
4582	d2e691997Meyers-1905	Crevasse	kröwáß
4583	d2e692011Meyers-1905	Crevaux	-wō
4584	d2e692037Meyers-1905	Crève-cœur	krǟw'-kör
4585	d2e692054Meyers-1905	Crèvecoeur	krǟw'kör
4586	d2e692086Meyers-1905	Crevillente	krewiljennte
4587	d2e692104Meyers-1905	Crewe [1]	krū
4588	d2e692121Meyers-1905	Crewe [2]	krū
4589	d2e692141Meyers-1905	Crewkerne	krū-körn
4590	d2e692155Meyers-1905	Crewth	krūt
4591	d2e692241Meyers-1905	Cribbage	kríbbidsch
4592	d2e692287Meyers-1905	Criccieth	krikīth
4593	d2e692316Meyers-1905	Crichton	krikt'n
4594	d2e692353Meyers-1905	Cricklade	-lēd
4595	d2e692410Meyers-1905	Crieff	krīf
4596	d2e692460Meyers-1905	Crillon	krijóng
4597	d2e692610Meyers-1905	Crinankanal	krinnen-
4598	d2e692694Meyers-1905	Crin végétal	kräng-wēs-chetall
4599	d2e692790Meyers-1905	Cripple Creek	krippl
4600	d2e692920Meyers-1905	Crispin	-päng
4601	d2e693142Meyers-1905	Critchett	krittschet
4602	d2e693260Meyers-1905	Crljevicagebirge	zrljewitza-
4603	d2e693278Meyers-1905	Crnagōra	zrna-
4604	d2e693292Meyers-1905	Croce	krōtsche
4605	d2e693358Meyers-1905	Croche	krosch'
4606	d2e693372Meyers-1905	Crochet	kroschä
4607	d2e693386Meyers-1905	Crociata	krotschāta
4608	d2e693663Meyers-1905	Croisade	krŭasād'
4609	d2e693677Meyers-1905	Croisé	krŭasé
4610	d2e693725Meyers-1905	Croisic, Le	krŭasik
4611	d2e693739Meyers-1905	Croix	krŭa
4612	d2e693868Meyers-1905	Cro-Magnon-Rasse	-manjóng-
4613	d2e693882Meyers-1905	Cromarty	krómmartĭ
4614	d2e693908Meyers-1905	Cromdale	krómmdēl
4615	d2e693923Meyers-1905	Crome	krōm
4616	d2e694025Meyers-1905	Crompton [1]	krommt'n
4617	d2e694040Meyers-1905	Crompton [2]	krommt'n
4618	d2e694281Meyers-1905	Crook	kruk
4619	d2e694295Meyers-1905	Crooked Islands	kruk'd
4620	d2e694309Meyers-1905	Crooked Lake	kruk'd
4621	d2e694326Meyers-1905	Crookes	kruks
4622	d2e694397Meyers-1905	Crookston	krukst'n
4623	d2e694431Meyers-1905	Cropsey	króppßĭ
4624	d2e694448Meyers-1905	Croquants	krŏkāng,
4625	d2e694480Meyers-1905	Croquettes	krokett'
4626	d2e694700Meyers-1905	Croston	kroßt'n
4627	d2e694796Meyers-1905	Crotchet	króttschett
4628	d2e694964Meyers-1905	Crotoy, Le	-tŭa
4629	d2e695007Meyers-1905	Croup	krup,
4630	d2e695024Meyers-1905	Croupade	kru-
4631	d2e695042Meyers-1905	Croupier	krūpjē
4632	d2e695056Meyers-1905	Croûte	krūt',
4633	d2e695071Meyers-1905	Croûtons	krutóng
4634	d2e695085Meyers-1905	Cronzate, Igne de la	īg'
4635	d2e695099Meyers-1905	Crowe	krō
4636	d2e695175Meyers-1905	Crowle	krōl
4637	d2e695190Meyers-1905	Crown	kraun
4638	d2e695213Meyers-1905	Crownglass	kraun-gläss
4639	d2e695230Meyers-1905	Crownleder	kraun-
4640	d2e695247Meyers-1905	Crows	krōs
4641	d2e695264Meyers-1905	Crowther	krōther
4642	d2e695287Meyers-1905	Croy [1]	kreu
4643	d2e695302Meyers-1905	Croy [2]	kreu
4644	d2e695367Meyers-1905	Croydon [2]	kreud'n
4645	d2e695410Meyers-1905	Crozat	krŏsá
4646	d2e695445Meyers-1905	Crozatkanal	krŏsá-
4647	d2e695460Meyers-1905	Crozetinseln	krosä-
4648	d2e695687Meyers-1905	Cruikshank	krūckschenk
4649	d2e695880Meyers-1905	Crusher-gauge	kröscher-gēdsch
4650	d2e695987Meyers-1905	Cruveilhier	krüwäjĭē
4651	d2e696075Meyers-1905	Cruyshautem	kreūshōtem
4652	d2e696224Meyers-1905	Crwth	krūt
4653	d2e696462Meyers-1905	Csacza	tschatza
4654	d2e696494Meyers-1905	Csákány	tscháhkānj
4655	d2e696512Meyers-1905	Csakathurn	tscháhktornja
4656	d2e696546Meyers-1905	Csákovár	tscháhkowār,
4657	d2e696580Meyers-1905	Csákvár	tscháhkwār
4658	d2e696595Meyers-1905	Csáky	tschāki
4659	d2e696612Meyers-1905	Csallóköz	tschállōkäs
4660	d2e696629Meyers-1905	Csanád [1]	tschánād
4661	d2e696669Meyers-1905	Csángós	tscháhngōsch,
4662	d2e696686Meyers-1905	Csánki	tschān-ki
4663	d2e696704Meyers-1905	Csányi	tschānji
4664	d2e696724Meyers-1905	Csárda	tschārda
4665	d2e696776Meyers-1905	Császár	tscháhßār
4666	d2e696796Meyers-1905	Csatád	tschátād
4667	d2e696811Meyers-1905	Cseber	tsche-,
4668	d2e696837Meyers-1905	Cseh	tschech
4669	d2e696857Meyers-1905	Csejthe	tschéjte
4670	d2e696877Meyers-1905	Csenger	tschén-
4671	d2e696891Meyers-1905	Csengery	tschénngeri
4672	d2e696914Meyers-1905	Csepel	tsché-
4673	d2e696932Meyers-1905	Csepreg	tsché-,
4674	d2e696949Meyers-1905	Cserei	tschérei
4675	d2e696966Meyers-1905	Cserhalom	tschér-,
4676	d2e696980Meyers-1905	Cserhát	tschérhāt
4677	d2e696997Meyers-1905	Cservenka	tschérw-
4678	d2e697011Meyers-1905	Csetate mare und mike	tsché-
4679	d2e697029Meyers-1905	Csiger	tschi-
4680	d2e697043Meyers-1905	Csik	tschik
4681	d2e697074Meyers-1905	Csiklova	tschīklŏwā-bānja
4682	d2e697130Meyers-1905	Csik-Szereda	tschīk-ßé-,
4683	d2e697130Meyers-1905	Csik-Szereda	schómljō
4684	d2e697175Meyers-1905	Csilizköz	tschīliskōs
4685	d2e697192Meyers-1905	Csiz	tschis
4686	d2e697206Meyers-1905	Csobánka	tschobān-
4687	d2e697220Meyers-1905	Csokonay	tschókonaj
4688	d2e697269Meyers-1905	Csoma	tscho-
4689	d2e697302Meyers-1905	Csongrád [1]	tschóngrād
4690	d2e697302Meyers-1905	Csongrád [1]	ßégwār
4691	d2e697330Meyers-1905	Csorba	tschórba
4692	d2e697350Meyers-1905	Csorich de Monte Creto	tschóritsch
4693	d2e697373Meyers-1905	Csorna	tschor-
4694	d2e697405Meyers-1905	Csukás	tschūkāsch
4695	d2e697425Meyers-1905	Csurgó	tschúrgō
4696	d2e697439Meyers-1905	Csurog	tschú-
4697	d2e697454Meyers-1905	Csutoren	tschu-
4698	d2e697548Meyers-1905	Cuadrilla	-drillja
4699	d2e697663Meyers-1905	Cuartilla	-tillja
4700	d2e697686Meyers-1905	Cuartillo	-tilljo
4701	d2e698250Meyers-1905	Cubit	kjūbĭt,
4702	d2e698314Meyers-1905	Cubzac	kǖbsack
4703	d2e698331Meyers-1905	Cucheval-Clarigny	kǖschwall-klarinji
4704	d2e698389Meyers-1905	Cuchilla	kutschillja,
4705	d2e698643Meyers-1905	Cudbear	köddbēr
4706	d2e698746Meyers-1905	Çudra	ßūdra,
4707	d2e698760Meyers-1905	Cudworth	köddwörth
4708	d2e698791Meyers-1905	Cuecillo	kuëdsilljo
4709	d2e698808Meyers-1905	Cuenca [1]	kuénka
4710	d2e698932Meyers-1905	Cuers	küǟr
4711	d2e698946Meyers-1905	Cuesmes	küǟm'
4712	d2e699019Meyers-1905	Cuggiono	kudschō-
4713	d2e699033Meyers-1905	Cugia di Sant' Orsŏla	kūdscha-
4714	d2e699109Meyers-1905	Cuivre poli	küīwr'
4715	d2e699180Meyers-1905	Cul	kü
4716	d2e699339Meyers-1905	Culham	kölläm
4717	d2e699393Meyers-1905	Cullen [1]	köllen
4718	d2e699410Meyers-1905	Cullen [2]	köllen
4719	d2e699455Meyers-1905	Cullera	kuljēra
4720	d2e699495Meyers-1905	Cullōden	köllōd'n
4721	d2e699548Meyers-1905	Cully	külli
4722	d2e699624Meyers-1905	Culot	külō,
4723	d2e699641Meyers-1905	Culotte	külott'
4724	d2e699820Meyers-1905	Cumberland [2]	kömberländ
4725	d2e699836Meyers-1905	Cumberland [3]	kömberländ
4726	d2e699864Meyers-1905	Cumberland [5]	kömberländ
4727	d2e699897Meyers-1905	Cumberland [6]	kömberländ
4728	d2e700030Meyers-1905	Cumberland Valley	kömberländ
4729	d2e700068Meyers-1905	Cumbrae	kömmbrē
4730	d2e700125Meyers-1905	Cumbrian Mountains	kömmbrĭ-ĕn
4731	d2e700249Meyers-1905	Cumming	kömming
4732	d2e700278Meyers-1905	Cumnock	kömmnock
4733	d2e700345Meyers-1905	Cunard	kŭnārd
4734	d2e700480Meyers-1905	Cunha	kunnja
4735	d2e700553Meyers-1905	Cunningham [1]	könning-äm
4736	d2e700570Meyers-1905	Cunningham [2]	könning-äm
4737	d2e700860Meyers-1905	Cuorgnè	-njē
4738	d2e700897Meyers-1905	Cupar	kūpĕr
4739	d2e701098Meyers-1905	Cupress powder	kjūpreß
4740	d2e701209Meyers-1905	Cuprija	tschu-,
4741	d2e701526Meyers-1905	Curci	kurtschi
4742	d2e701732Meyers-1905	Curé	kü-,
4743	d2e701749Meyers-1905	Curée	kürē'
4744	d2e701763Meyers-1905	Curel	kürell
4745	d2e701825Meyers-1905	Cureton	kjūrt'n
4746	d2e701851Meyers-1905	Curette	kü-
4747	d2e702056Meyers-1905	Curling	körl-
4748	d2e702073Meyers-1905	Currachee	körratschi
4749	d2e702091Meyers-1905	Curragh	körrach
4750	d2e702105Meyers-1905	Curraghmore	körramōr
4751	d2e702122Meyers-1905	Currency	körrenßi
4752	d2e702165Meyers-1905	Currer Bell	körrer
4753	d2e702200Meyers-1905	Currie-Line	körrĭ-lain
4754	d2e702217Meyers-1905	Curros Enriquez	enrikeds
4755	d2e702257Meyers-1905	Curry-powder	körrĭ-pauder,
4756	d2e702423Meyers-1905	Curtis	körr-
4757	d2e702653Meyers-1905	Curzon	körs'n
4758	d2e702916Meyers-1905	Cushing	kösching
4759	d2e702947Meyers-1905	Cushman	köschmän
4760	d2e703138Meyers-1905	Cusset	küßä
4761	d2e703152Meyers-1905	Cust	köst
4762	d2e703191Meyers-1905	Custine	küstīn'
4763	d2e703451Meyers-1905	Cutter	kötter
4764	d2e703509Meyers-1905	Cuvelage	küw'lāsch',
4765	d2e703529Meyers-1905	Cuvette	küwett
4766	d2e703546Meyers-1905	Cuvier	kǖwjē
4767	d2e703633Meyers-1905	Cuvillier-Fleury	küwijē-flöri
4768	d2e703681Meyers-1905	Cuvilliés	küwijē
4769	d2e703727Meyers-1905	Cuyp	keup
4770	d2e703747Meyers-1905	Cuypers	ken-
4771	d2e703781Meyers-1905	Cuzco [1]	kūsko
4772	d2e703846Meyers-1905	Cwms	kums
4773	d2e705963Meyers-1905	Cymry	kímmrĭ,
4774	d2e707360Meyers-1905	Cyrano de Bergerac	ßirano
4775	d2e707502Meyers-1905	Cyrillica	zirilliza
4776	d2e708472Meyers-1905	Czacki	tschatzki
4777	d2e708492Meyers-1905	Czajkowski	tschai-
4778	d2e708515Meyers-1905	Czakany	zákanj
4779	d2e708549Meyers-1905	Czako [2]	zakō
4780	d2e708584Meyers-1905	Czar	zār
4781	d2e708601Meyers-1905	Czarne	tscharne
4782	d2e708618Meyers-1905	Czarniecki	tscharnjétzki
4783	d2e708657Meyers-1905	Czartoryski	tschartorǖski
4784	d2e708747Meyers-1905	Czas	tschaß,
4785	d2e708762Meyers-1905	Czasoslow	tscháßoßloff
4786	d2e708788Meyers-1905	Czech	tsch-
4787	d2e708848Meyers-1905	Czegléd	zeglēd
4788	d2e708881Meyers-1905	Czeméte	zemēte
4789	d2e708929Meyers-1905	Czeremosch	tsch-
4790	d2e708982Meyers-1905	Czermak	tscher-
4791	d2e709007Meyers-1905	Czerna Gora	tscher-
4792	d2e709078Meyers-1905	Czerni Kamen	tschér-
4793	d2e709096Meyers-1905	Czerninsche Gemäldegalerie	tsch-
4794	d2e709110Meyers-1905	Czerni-Vrh	tschér-
4795	d2e709127Meyers-1905	Czernoseker	tschér-
4796	d2e709144Meyers-1905	Czernowitz	tschér-,
4797	d2e709168Meyers-1905	Czerny	tscher-
4798	d2e709211Meyers-1905	Czersk	tsch-
4799	d2e709226Meyers-1905	Czerski	tsch-
4800	d2e709246Meyers-1905	Czetz	zetz
4801	d2e709266Meyers-1905	Czibakháza	zibak-hāsa
4802	d2e709280Meyers-1905	Czibles	zib-
4803	d2e709297Meyers-1905	Czigelka	zi-
4804	d2e709317Meyers-1905	Czinkota	zin-
4805	d2e709335Meyers-1905	Czoernig	tschör-
4806	d2e709358Meyers-1905	Czortków	tsch-
4807	d2e709377Meyers-1905	Czuczor	zutzor
4808	d2e709417Meyers-1905	Czyhlarz	züchlarsch
4809	d2e710135Meyers-1905	Dabrowa	dombrówa
4810	d2e710207Meyers-1905	D'accord	dăkōr
4811	d2e710874Meyers-1905	D'Achery	dasch'ri,
4812	d2e712133Meyers-1905	Dacier	daßjē
4813	d2e712427Meyers-1905	Daendels	dān-
4814	d2e712501Meyers-1905	Dagadó Forrás	-fórrāsch
4815	d2e712704Meyers-1905	Dagnan-Bouveret	danjāng-buw'rä
4816	d2e712885Meyers-1905	Daguerre	-gǟr'
4817	d2e712914Meyers-1905	Daguerreotypie	-gärro-
4818	d2e712952Meyers-1905	Dagnet	dagä
4819	d2e713723Meyers-1905	Daibutsu	daibutz,
4820	d2e713737Meyers-1905	Daillé	dajé,
4821	d2e713760Meyers-1905	Daily Chronicle	dēlĭ
4822	d2e713792Meyers-1905	Daily Mail	dēlĭ
4823	d2e713813Meyers-1905	Daily News	dēlĭ
4824	d2e713833Meyers-1905	Daily Telegraph	dēlĭ,
4825	d2e713943Meyers-1905	Dainties	dēntis
4826	d2e714805Meyers-1905	Dalayrac	daläráck
4827	d2e715201Meyers-1905	Dalhousie [1]	dälhūsĭ
