	EntryID	Headword	term	lang	synonym
429	d2e968690Meyers-1905	Englisch Horn		ital.	Corno inglese
430	d2e970963Meyers-1905	Enquete		franz.	enquête
431	d2e974932Meyers-1905	Entreprise	d 	franz.	marché à forfait
432	d2e975203Meyers-1905	Entsatz		franz.	Secours
433	d2e976995Meyers-1905	Enzyklopädīe	a 	lat.	orbis doctrinae
434	d2e979219Meyers-1905	Ephŏrus		griech.	éphoros
435	d2e980219Meyers-1905	Epigráph		lat.	Inscriptio
436	d2e981768Meyers-1905	Episcŏpus		griech.	episkopos
437	d2e983571Meyers-1905	Eppich		altd.	ephi, epfih
438	d2e985377Meyers-1905	Erbauung		griech.	Oikodŏmē
439	d2e989397Meyers-1905	Erde		lat.	Terra;
440	d2e996271Meyers-1905	Ergotīn	Mutterkorn 	franz.	ergot
441	d2e996496Meyers-1905	Erhängen		lat.	Suspensio
442	d2e998411Meyers-1905	Erkenne dich selbst		griech.	gnǭthi seautón
443	d2e999315Meyers-1905	Erleuchtung	uck E. 	lat.	illuminatio
444	d2e999413Meyers-1905	Erlöser		lat.	Salvator
445	d2e999453Meyers-1905	Erlösung		lat.	Redemtio
446	d2e1001109Meyers-1905	Ernte		althochd.	arn, arnôt
447	d2e1003199Meyers-1905	Erschütterung		lat.	Commotio
448	d2e1003320Meyers-1905	Ersitzung		lat.	Capio, Usucapio
449	d2e1003662Meyers-1905	Erstlingsreise		engl.	maiden trip
450	d2e1004312Meyers-1905	Erweichung		lat.	Malacia
451	d2e1004907Meyers-1905	Erythēm		griech.	Erythema
452	d2e1005662Meyers-1905	Erz		althochd.	aruzi, erezi
453	d2e1005662Meyers-1905	Erz	s 	griech.	chalkos
454	d2e1006470Meyers-1905	Erziehung		lat.	Educatio
455	d2e1006782Meyers-1905	Erzingjan	z 	griech.	Azïris
456	d2e1007150Meyers-1905	Erzlaute		ital.	Archilinto
457	d2e1007582Meyers-1905	Es [2]		ital.	Mi bemolle
458	d2e1009879Meyers-1905	Eskadron		franz.	escadron
459	d2e1010421Meyers-1905	Eskompte		franz.	escompte
460	d2e1012335Meyers-1905	Eßbouquet		franz.	ess-bouquet
461	d2e1016046Meyers-1905	Estrich		althochd.	estirih
462	d2e1016441Meyers-1905	Etain	. — E. 	lat.	Stagnum
463	d2e1016546Meyers-1905	Etamīn		franz.	étamine
464	d2e1016563Meyers-1905	Etampes [1]	. — E. 	lat.	Stampae
465	d2e1017814Meyers-1905	Etikette		franz.	étiquette
466	d2e1019218Meyers-1905	Eu [1]	. — Eu 	lat.	Augusta
467	d2e1025528Meyers-1905	Europäischer Bote		russ.	Wjestnik Jewropy
468	d2e1029572Meyers-1905	Evreux	. — E. 	lat.	Mediolanum Aulercorum, Eburovices
469	d2e1030060Meyers-1905	Ewiges Evangelium		lat.	Evangelium aeternum
470	d2e1030154Meyers-1905	Ewige Stadt		lat.	Urbs aeterna
471	d2e1030188Meyers-1905	Ewigkeit		althochd.	êwa
472	d2e1031443Meyers-1905	Exekration		lat.	Ex[s]ecratio
473	d2e1031781Meyers-1905	Exempel		lat.	Exemplum
474	d2e1032003Meyers-1905	Exequĭen		lat.	Exsequiae
475	d2e1032367Meyers-1905	Exfestucatio	Stäbchens 	lat.	festuca
476	d2e1032718Meyers-1905	Exīl		lat.	Exilium
477	d2e1034322Meyers-1905	Exorzist		lat.	Exorcista
478	d2e1036131Meyers-1905	Expreß	s 	lat.	per expressum
479	d2e1036638Meyers-1905	Exspektanzen		lat.	Exspectantiae, Exspectativae gratiae
480	d2e1036942Meyers-1905	Extemporieren	Stegreif 	lat.	ex tempŏre
481	d2e1038581Meyers-1905	Exzellenz		lat.	excellentia
482	d2e1038951Meyers-1905	Exzeß		lat.	Excessus
483	d2e1039874Meyers-1905	F [1]	»Fuß« 	got.	fōtus
484	d2e1040306Meyers-1905	Fabel		lat.	fabula
485	d2e1043556Meyers-1905	Fackel		althochd.	facchala
486	d2e1044317Meyers-1905	Faden [1]		engl.	Fathom
487	d2e1045259Meyers-1905	Fagott		ital.	Fagotto
488	d2e1048879Meyers-1905	Fakten		lat.	facta
489	d2e1048975Meyers-1905	Faktor [1]		franz.	Facteur, Gérant
490	d2e1049052Meyers-1905	Faktoreien		franz.	Factoreries
491	d2e1049078Meyers-1905	Faktoreigewicht		engl.	Factory weight
492	d2e1049236Meyers-1905	Fakultät		lat.	facultas
493	d2e1049327Meyers-1905	Fala		franz.	fa-la
494	d2e1052130Meyers-1905	Fallieren		ital.	fallire
495	d2e1052186Meyers-1905	Fallimént		ital.	fallimento
496	d2e1053076Meyers-1905	Falsche Bai		engl.	False Bay
497	d2e1054553Meyers-1905	Familie		lat.	Familia
498	d2e1055205Meyers-1905	Famōs		lat.	famosus
499	d2e1055400Meyers-1905	Fanāl		ital.	fanale
500	d2e1063920Meyers-1905	Fassāde		franz.	façade
501	d2e1064305Meyers-1905	Fasten	das F. 	arab.	saum
502	d2e1064931Meyers-1905	Faszīkel		lat.	Fasciculus
503	d2e1065160Meyers-1905	Fatigieren	n 	franz.	fatigue
504	d2e1067474Meyers-1905	Faustpfand		lat.	Pignus
505	d2e1067539Meyers-1905	Faustschild		franz.	Rondache
506	d2e1069151Meyers-1905	Fazĭes		lat.	facies
507	d2e1069270Meyers-1905	Fazit		lat.	facit
508	d2e1069378Meyers-1905	F dur		ital.	Fa maggiore
509	d2e1069727Meyers-1905	Fécamp	. — F. 	lat.	Fiscamnum
510	d2e1070225Meyers-1905	Fechtkunst	n 	ital.	finta
511	d2e1072431Meyers-1905	Feen	d Name 	ital.	Fata
512	d2e1072887Meyers-1905	Fehlendes Glied		engl.	missing link
513	d2e1073351Meyers-1905	Feige [2]	n 	ital.	far la fica
514	d2e1073926Meyers-1905	Feilmaschine		engl.	Shaping machine
515	d2e1075638Meyers-1905	Feldbinde	Offiziere 	franz.	écharpe
516	d2e1079268Meyers-1905	Feldzug		franz.	Campagne
517	d2e1079655Meyers-1905	Felizitieren		franz.	féliciter
518	d2e1079718Meyers-1905	Fell [2]		schwed.	Fjäll
519	d2e1083139Meyers-1905	Ferdinand		span.	Fernando, Hernando
520	d2e1084827Meyers-1905	Fermāte		ital.	fermata
521	d2e1084933Meyers-1905	Ferménte		lat.	Fermenta
522	d2e1086582Meyers-1905	Fernsprecher	t 	engl.	telephone exchange
523	d2e1089734Meyers-1905	Ferté La		lat.	Firmitas
524	d2e1090125Meyers-1905	Fes [1]		ital.	Fa bemolle
525	d2e1090614Meyers-1905	Feste [2]	d 	türk.	Mewlût
526	d2e1096943Meyers-1905	Feuerbrand		engl.	Firebrand
527	d2e1097617Meyers-1905	Feuerland		span.	Tierra del Fuego
528	d2e1102409Meyers-1905	Fiaker		franz.	Fiacre
529	d2e1102530Meyers-1905	Fiasco	n 	ital.	far f.
530	d2e1102606Meyers-1905	Fibel [2]		lat.	Fibula
531	d2e1103664Meyers-1905	Fichtelgebirge		lat.	Mons pinĭfer
532	d2e1107685Meyers-1905	Fiktion		lat.	Fictio
533	d2e1108509Meyers-1905	Filieren	Gesang 	ital.	filar il tuono
534	d2e1108553Meyers-1905	Filigrān		ital.	Filigrána
535	d2e1110135Meyers-1905	Finanzgesellschaften		engl.	financial companies
536	d2e1111971Meyers-1905	Fingierte Rechnung		ital.	Conto finto
537	d2e1111971Meyers-1905	Fingierte Rechnung	« 	ital.	senza obbligo
538	d2e1114506Meyers-1905	Finstermetten		lat.	Tenebrae
539	d2e1116386Meyers-1905	Fis		ital.	Fa diesi
540	d2e1121134Meyers-1905	Fisimaténten	Fisiment 	lat.	visamentum
541	d2e1122364Meyers-1905	Fiūme [1]		lat.	Flumen
542	d2e1124252Meyers-1905	Flachrennen		engl.	Flat races
543	d2e1125266Meyers-1905	Flagellanten		lat.	Flagellantes
544	d2e1125469Meyers-1905	Flageolett	ei ist 	ital.	flautato
545	d2e1125495Meyers-1905	Flagge		engl.	Flag
546	d2e1126105Meyers-1905	Flakon		franz.	flacon
547	d2e1127411Meyers-1905	Flammeri		engl.	Flummery
548	d2e1127555Meyers-1905	Flandern		fläm.	Vlaanderen
549	d2e1128040Meyers-1905	Flankeure		franz.	flanqueurs
550	d2e1131116Meyers-1905	Flecken [1]		franz.	Bourg
551	d2e1133822Meyers-1905	Flesche		franz.	flèche
552	d2e1137273Meyers-1905	Florēn		lat.	Florēnus
553	d2e1137645Meyers-1905	Florenz		ital.	Firenze
554	d2e1138458Meyers-1905	Flore und Blanscheflur		franz.	Flore et Blanchefleur, »
555	d2e1139769Meyers-1905	Flöte		ital.	Flauto
556	d2e1139879Meyers-1905	Flötenwerk		ital.	Organo di legno
557	d2e1146505Meyers-1905	F moll		ital.	Fa minore
558	d2e1148664Meyers-1905	Follïkel		lat.	Folliculus
559	d2e1149079Meyers-1905	Fonds	s 	holl.	Fundsen
560	d2e1149362Meyers-1905	Fontainebleau	von F. 	lat.	Fons Bleaudi
561	d2e1149566Meyers-1905	Fontäne		franz.	Fontaine
562	d2e1151864Meyers-1905	Forénsisch		lat.	forensis
563	d2e1152510Meyers-1905	Form [1]		lat.	forma
564	d2e1153220Meyers-1905	Formel		lat.	formula
565	d2e1154505Meyers-1905	Fornikánt		lat.	Fornicarius, Fornicator
566	d2e1154736Meyers-1905	Forseti		althochd.	forasizo
567	d2e1154889Meyers-1905	Forst [1]	e 	altfranz.	forest
568	d2e1160992Meyers-1905	Fourage		franz.	fourrage
569	d2e1161317Meyers-1905	Fourīer		franz.	fourrier
570	d2e1162857Meyers-1905	Frack		engl.	Frock
571	d2e1165475Meyers-1905	Frank [2]		franz.	Franc
572	d2e1168190Meyers-1905	Frankreich		lat.	Franco-Gallia
573	d2e1172885Meyers-1905	Franz [1]		lat.	Franciscus
574	d2e1173440Meyers-1905	Franzband	Ganzlederband 	franz.	plein-maroquin
575	d2e1179744Meyers-1905	Fräse [1]		franz.	fraise
576	d2e1180281Meyers-1905	Fraternell	t 	franz.	fraternité
577	d2e1180307Meyers-1905	Fraticellen		lat.	Fratres de paupere vita
578	d2e1183959Meyers-1905	Freibergen		franz.	Franches-Montagnes
579	d2e1187458Meyers-1905	Freischütz	er F.« 	franz.	Robin des bois
580	d2e1187859Meyers-1905	Freitag		lat.	Dies Veneris
581	d2e1188844Meyers-1905	Fremdwörter	Sabattag 	hebr.	schabbât
582	d2e1188844Meyers-1905	Fremdwörter	räsonieren 	franz.	raisonner
583	d2e1188844Meyers-1905	Fremdwörter	l 	franz.	meuble
584	d2e1188844Meyers-1905	Fremdwörter	n 	franz.	mousseline
585	d2e1188844Meyers-1905	Fremdwörter	k 	franz.	brusque
586	d2e1188844Meyers-1905	Fremdwörter	h 	franz.	marche
587	d2e1190119Meyers-1905	Fresken		ital.	affreschi
588	d2e1190139Meyers-1905	Freskomalerei	frischen 	ital.	fresco
589	d2e1191263Meyers-1905	Friaul	. — F. 	ital.	Friuli
590	d2e1192375Meyers-1905	Friedensfürst		span.	Principe de la paz
591	d2e1192678Meyers-1905	Friedenspfeife		franz.	Calumet
592	d2e1193114Meyers-1905	Friedhof	f 	althochd.	frîthof
593	d2e1197374Meyers-1905	Frigīd		lat.	frigidus
594	d2e1197515Meyers-1905	Frikassee		franz.	Fricassée
595	d2e1197535Meyers-1905	Frikatīvlaute		lat.	Fricativae
596	d2e1198560Meyers-1905	Frithjofssage	f 	altnord.	Fridhthjófr
597	d2e1200683Meyers-1905	Frosch [2]	Violinbogens 	franz.	talon
598	d2e1202259Meyers-1905	Frucht [1]		lat.	fructus
599	d2e1204842Meyers-1905	Fruktuōs		lat.	fructuosus
600	d2e1206750Meyers-1905	Fuēnterrabīa		lat.	Fons Rapidus
601	d2e1206956Meyers-1905	Fugasse		franz.	fougasse
602	d2e1207028Meyers-1905	Fuge [2]		lat.	Fuga
603	d2e1209575Meyers-1905	Füllhorn		lat.	Cornu copiae
604	d2e1209917Meyers-1905	Fuls		arab.	fulûs
605	d2e1210488Meyers-1905	Funambulist		lat.	funambulus
606	d2e1210760Meyers-1905	Fundamentalbaß		franz.	Basse fondamentale
607	d2e1212633Meyers-1905	Furage		franz.	fourrage
608	d2e1213320Meyers-1905	Furīer		franz.	fourrier
609	d2e1213680Meyers-1905	Furnieren		franz.	plaquer
610	d2e1214026Meyers-1905	Fürst [1]		althochd.	furisto
611	d2e1215256Meyers-1905	Fusain	Spindelbaums 	franz.	fusain
612	d2e1216103Meyers-1905	Fußball		engl.	Football
613	d2e1219832Meyers-1905	Fylgien		altnord.	Fylgjur
614	d2e1220346Meyers-1905	Gabarre		span.	Gabarra
615	d2e1226108Meyers-1905	Galgen		althochd.	galgo
616	d2e1226215Meyers-1905	Galgenvogel [1]		franz.	Pendard
617	d2e1226362Meyers-1905	Galicĭeu		span.	Galicia
618	d2e1227125Meyers-1905	Galizĭen	alicz« 	lat.	Haliczia, Galiczia
619	d2e1230657Meyers-1905	Gallimatthias		franz.	galímatias
620	d2e1232035Meyers-1905	Galonen		franz.	galons
621	d2e1235217Meyers-1905	Ganaschen		franz.	ganaches
622	d2e1242772Meyers-1905	Garonne		lat.	Garumna
623	d2e1247567Meyers-1905	Gaskonade		franz.	gasconnade
624	d2e1249047Meyers-1905	Gasthäuser	Gasthaus 	holländ.	gasthuis
625	d2e1251158Meyers-1905	Gau		got.	gavi
626	d2e1254324Meyers-1905	G dur		ital.	Sol maggiore
627	d2e1256906Meyers-1905	Gebrauch	Gebrauchsrecht 	lat.	usus
628	d2e1257471Meyers-1905	Geburt		lat.	partus
629	d2e1257898Meyers-1905	Geburtszange		lat.	Forceps
630	d2e1258558Meyers-1905	Gedankenlesen	g 	engl.	Thought-transference
631	d2e1258637Meyers-1905	Gedankenstrich		franz.	Tiret, Moins
632	d2e1258935Meyers-1905	Gediz	i 	lat.	Cadi
633	d2e1259655Meyers-1905	Gefährte		lat.	Comes
634	d2e1263467Meyers-1905	Gegenrechnung		franz.	Décompte
635	d2e1264854Meyers-1905	Geheime Wissenschaften		franz.	Sciences occultes
636	d2e1269614Meyers-1905	Geisel		lat.	Obses
637	d2e1270922Meyers-1905	Geistesgabe		griech.	Charisma
638	d2e1271401Meyers-1905	Geistestaufe		lat.	Baptismus flaminis
639	d2e1272133Meyers-1905	Geiz [2]		althochd.	kît
640	d2e1272767Meyers-1905	Gelatineblättchen		engl.	Gelatine disks
641	d2e1274937Meyers-1905	Gelee		franz.	gelée
642	d2e1276792Meyers-1905	Gelübde		lat.	Votum
643	d2e1278677Meyers-1905	Gemeinschaft der Heiligen		lat.	Communio sanctorum
644	d2e1279216Meyers-1905	Gemischte Stimmen		ital.	Coro pieno
645	d2e1280498Meyers-1905	Gendarmen		franz.	Gendarmes
646	d2e1281637Meyers-1905	Generalĭen		lat.	Generalia
647	d2e1282301Meyers-1905	Generalstaaten	die G. 	holländ.	Staten-Generaal
648	d2e1282394Meyers-1905	Generalstab		franz.	Etat-major général
649	d2e1283102Meyers-1905	Generös		franz.	généreux
650	d2e1283587Meyers-1905	Genf [1]		franz.	Genève
651	d2e1284065Meyers-1905	Genfer See		lat.	Lacus Lemanus
652	d2e1286145Meyers-1905	Gent		franz.	Gand
653	d2e1287154Meyers-1905	Genŭa [2]		ital.	Genova
654	d2e1294717Meyers-1905	Gerechtigkeit Gottes		lat.	Justitia Dei
655	d2e1294967Meyers-1905	Gerhard [1]		althochd.	gêrhart
656	d2e1296475Meyers-1905	Gerichtsstand		lat.	Forum
657	d2e1296848Meyers-1905	Gerichtsvollzieher		franz.	Huissier
658	d2e1300370Meyers-1905	Gerstenkorn [1]		engl.	Barley Corn
659	d2e1300614Meyers-1905	Gertrud		althochd.	Gêrdrûd, »
660	d2e1301313Meyers-1905	Ges		ital.	Sol bemolle
661	d2e1302998Meyers-1905	Geschichte		lat.	Historia
662	d2e1304945Meyers-1905	Geschoß [2]		franz.	Etage
663	d2e1307914Meyers-1905	Geselle		althochd.	gisello
664	d2e1308362Meyers-1905	Gesellschaft des heiligen Herzens Jesu		franz.	Société du Sacré-Cœur
665	d2e1308919Meyers-1905	Gesetz [1]		lat.	Lex
666	d2e1309312Meyers-1905	Gesetzgebender Körper		franz.	Corps législatif
667	d2e1311545Meyers-1905	Gespān	m>, 1) 	ungar.	ispán
668	d2e1311624Meyers-1905	Gespenster	Wiederkehrenden 	franz.	revenants
669	d2e1312500Meyers-1905	Geste		lat.	gestus
670	d2e1313496Meyers-1905	Gestreng		lat.	strenuus
671	d2e1316637Meyers-1905	Getto		ital.	ghetto
672	d2e1325206Meyers-1905	Gibbōs		lat.	gibbosus
673	d2e1331554Meyers-1905	Gilgentag	Gilig 	franz.	Gilles
674	d2e1334535Meyers-1905	Gipüre		franz.	guipure
675	d2e1334733Meyers-1905	Giraldi	o 	lat.	Geraldus Cinthius
676	d2e1335724Meyers-1905	Girlande		franz.	guirlande
677	d2e1336207Meyers-1905	Gis		ital.	Sol diesi
678	d2e1336585Meyers-1905	Gissen		engl.	guess
679	d2e1336640Meyers-1905	Gitarre		franz.	guitare
680	d2e1340016Meyers-1905	Glas	Feuerstein 	engl.	flint
681	d2e1343941Meyers-1905	Glaube		lat.	Fides
682	d2e1344003Meyers-1905	Glaubensartikel		lat.	Articuli fidei
683	d2e1344121Meyers-1905	Glaubensregel		lat.	Regula fidei
684	d2e1345610Meyers-1905	Gleichnis		lat.	Simile
685	d2e1346917Meyers-1905	Gleitende Skala		engl.	Sliding scale
686	d2e1347269Meyers-1905	Glenner		rom.	Glogn
687	d2e1350986Meyers-1905	Glockenspiel		franz.	Carillon
688	d2e1351119Meyers-1905	Glockenton [1]		ital.	Nota sostenuta
689	d2e1351684Meyers-1905	Glorĭe		lat.	gloria
690	d2e1355410Meyers-1905	G moll		ital.	Sol minore;
691	d2e1355587Meyers-1905	Gnade		lat.	Gratia
692	d2e1355956Meyers-1905	Gnadenmittel		lat.	Media gratiae, salutis
693	d2e1359522Meyers-1905	Goët		griech.	góēs
694	d2e1362367Meyers-1905	Goldener Schnitt		lat.	Sectio aurea
695	d2e1363763Meyers-1905	Goldkrone		franz.	Couronne
696	d2e1366290Meyers-1905	Goldwage		franz.	Biquet
697	d2e1366661Meyers-1905	Golf [1]		franz.	Golfe
698	d2e1369020Meyers-1905	Gondel		ital.	góndola
699	d2e1377756Meyers-1905	Gottfried		althochd.	Cótafrit
700	d2e1381456Meyers-1905	Grabenschere		franz.	Tenaille
701	d2e1384144Meyers-1905	Graf [1]		lat.	Comes
702	d2e1386396Meyers-1905	Grān		lat.	Granum
703	d2e1387912Meyers-1905	Granden		span.	Grandes
704	d2e1395478Meyers-1905	Gravieren [2]		franz.	graver
705	d2e1396189Meyers-1905	Grazĭe [1]		lat.	gratia
706	d2e1396263Meyers-1905	Grazīl		lat.	gracilis
707	d2e1396283Meyers-1905	Grazĭös		franz.	gracieux
708	d2e1399058Meyers-1905	Greif [1]		althochd.	grîfo
709	d2e1400129Meyers-1905	Grenadiere		franz.	Grenadiers
710	d2e1408458Meyers-1905	Grimasse		franz.	grimace
711	d2e1411811Meyers-1905	Gros [3]	»Groß« 	franz.	grosse
712	d2e1412120Meyers-1905	Groß [1]		franz.	grosse
713	d2e1417536Meyers-1905	Große Armee		franz.	Grande armée
714	d2e1418173Meyers-1905	Großfürst		russ.	Welīki Knjäs
715	d2e1418533Meyers-1905	Großherzog		franz.	Grand-duc
716	d2e1418631Meyers-1905	Großhundert		engl.	Long
717	d2e1419315Meyers-1905	Großoolith		engl.	Great Oolite
718	d2e1420495Meyers-1905	Grotesk		ital.	grottésco
719	d2e1420817Meyers-1905	Grotte [1]	k 	franz.	rocaille
720	d2e1426828Meyers-1905	Grünes Vorgebirge		portug.	Cabo verde
721	d2e1427130Meyers-1905	Grünholz		engl.	Greenheart
722	d2e1427932Meyers-1905	Grupp		ital.	gruppo
723	d2e1427998Meyers-1905	Gruppe [2]		ital.	groppa
724	d2e1433457Meyers-1905	Guerillas	ieges« 	span.	guerrilla
725	d2e1434679Meyers-1905	Guhus		engl.	Goonze
726	d2e1436170Meyers-1905	Guillotīne	t 	schott.	the maid
727	d2e1436469Meyers-1905	Guinēa	Seidenzeug 	franz.	pagne
728	d2e1437954Meyers-1905	Gulden	der G. 	engl.	Guilder
729	d2e1439024Meyers-1905	Gummi arabĭcum	n Kami 	griech.	kommi
730	d2e1441534Meyers-1905	Gurde		franz.	gourde
731	d2e1442061Meyers-1905	Gurkensteine	Hügeln 	slaw.	gora, gorka
732	d2e1444715Meyers-1905	Gute Dienste		franz.	Bons offices
733	d2e1445703Meyers-1905	Guter Ton		franz.	bon ton
734	d2e1446054Meyers-1905	Gute Werke		lat.	bona opera
735	d2e1448814Meyers-1905	Gymnasium	m 	span.	Colegio
736	d2e1454312Meyers-1905	Haben		frz.	avoir
737	d2e1455009Meyers-1905	Habit		lat.	Habitus
738	d2e1457215Meyers-1905	Hadrĭans Villa		ital.	Villa Adriana
739	d2e1458714Meyers-1905	Haff		dän.	Hav
740	d2e1460846Meyers-1905	Hagiogrăpha		hebr.	Ketubim
741	d2e1462849Meyers-1905	Hain [2]	H. 	lat.	lucus
742	d2e1466918Meyers-1905	Halbmond	n 	türk.	ai-ile-jyldys
743	d2e1467930Meyers-1905	Hālec		lat.	Halex
744	d2e1469091Meyers-1905	Halkyŏne	e 	lat.	alcedonia
745	d2e1469749Meyers-1905	Halle [1]		griech.	Stōa
746	d2e1472120Meyers-1905	Halsberge		altd.	halsberc
747	d2e1473467Meyers-1905	Hamâm	Auskleideraum 	arab.	maschlach
748	d2e1473467Meyers-1905	Hamâm	Sandalen 	arab.	kabkâb
749	d2e1473467Meyers-1905	Hamâm	n Raum 	arab.	beit el awwal
750	d2e1473467Meyers-1905	Hamâm	Seitengemächern 	arab.	maghtas
751	d2e1473467Meyers-1905	Hamâm	Hähnen 	arab.	hanafîje
752	d2e1477355Meyers-1905	Hammer [2]	e 	franz.	chabotte
753	d2e1480647Meyers-1905	Handel		lat.	Commercium
754	d2e1485532Meyers-1905	Handikap		engl.	handicap
755	d2e1485807Meyers-1905	Handlung		lat.	Actio
756	d2e1489579Meyers-1905	Hanke		franz.	hanche
757	d2e1492630Meyers-1905	Hāraß		franz.	harasse
758	d2e1493894Meyers-1905	Harem		arab.	harîm
759	d2e1493894Meyers-1905	Harem	Verschnittene 	türk.	hademe
760	d2e1494099Meyers-1905	Harfe [2]		ital.	Arpa
761	d2e1494238Meyers-1905	Harfeninstrumente		franz.	Instruments à cordes pincées
762	d2e1494819Meyers-1905	Harlekin [2]		franz.	Arlequin
763	d2e1504268Meyers-1905	Hasenhacke		franz.	Courbe
764	d2e1506855Meyers-1905	Haube		franz.	Coiffe
765	d2e1508894Meyers-1905	Hauptmann [1]	Offiziergrad 	franz.	Capitaine
766	d2e1511135Meyers-1905	Haushofmeister		franz.	Maître d'hôtel
767	d2e1511430Meyers-1905	Hauskind	Enkel 	lat.	filiusfamilias
768	d2e1514462Meyers-1905	Hautevolee		franz.	haute volée
769	d2e1514867Meyers-1905	Hautgout		franz.	haut-goût
770	d2e1518836Meyers-1905	H dur		ital.	Si maggiore
771	d2e1521160Meyers-1905	Heck	l 	engl.	stern
772	d2e1526355Meyers-1905	Heidelberger Katechismus		lat.	Catechesis palatina
773	d2e1527379Meyers-1905	Heiland	n 	altd.	heilan
774	d2e1527885Meyers-1905	Heilige		lat.	Sancti
775	d2e1528801Meyers-1905	Heiliger Geist		lat.	Spiritus sanctus
776	d2e1529203Meyers-1905	Heilige Stätten		ital.	Luoghi santi
777	d2e1529625Meyers-1905	Heilsarmee		engl.	Salvation Army
778	d2e1529766Meyers-1905	Heilsordnung		lat.	Ordo
779	d2e1529809Meyers-1905	Heilsspiegel		lat.	Speculum humanae salvationis
780	d2e1531452Meyers-1905	Heinrich [1]		altd.	Haganrih
781	d2e1537137Meyers-1905	Heliākisch	Sonne 	griech.	helios
782	d2e1538909Meyers-1905	Helldunkel		ital.	Chiaroscuro
783	d2e1541264Meyers-1905	Helmwind	Wolkenhaube 	engl.	helm cloud
784	d2e1545079Meyers-1905	Hennegau		lat.	Hannonia
785	d2e1548008Meyers-1905	Heraldik	t 	lat.	Ars heraldica
786	d2e1549023Meyers-1905	Herberge		althochd.	heriberga
787	d2e1549443Meyers-1905	Herbōs		lat.	herbōsus
788	d2e1549474Meyers-1905	Herbst [1]		althochd.	Herpist
789	d2e1549866Meyers-1905	Herche		altnord.	Herkja
790	d2e1550234Meyers-1905	Herd	Der H. 	griech.	hestia
791	d2e1556218Meyers-1905	Herr		althochd.	hêriro, hêrero, hêrro
792	d2e1556218Meyers-1905	Herr	t Frau 	althochd.	frouwa
793	d2e1560115Meyers-1905	Herzog [1]		lat.	Dux
794	d2e1564833Meyers-1905	Hetzen	d 	franz.	Chasse à courre, Chasse aux chiens courants
795	d2e1565365Meyers-1905	Heuer		franz.	Loyer
796	d2e1567936Meyers-1905	Hexe		althochd.	hagazussa, hazus
797	d2e1567936Meyers-1905	Hexe	verwertete 	lat.	malefica
798	d2e1571699Meyers-1905	Hiërogrammaten		griech.	hierogrammāteis
799	d2e1576811Meyers-1905	Himmelfahrt	Himmel 	span.	Asuncion
800	d2e1577737Meyers-1905	Hindernisrennen	n 	engl.	Hurde race
801	d2e1577737Meyers-1905	Hindernisrennen	n 	engl.	Steeple chase
802	d2e1579124Meyers-1905	Hinterland [1]		franz.	Pays d'amont
803	d2e1580417Meyers-1905	Hippodrom		griech.	hippódrõmos
804	d2e1584471Meyers-1905	His [1]		franz.	Si
805	d2e1584696Meyers-1905	Hispīd		lat.	hispĭdus
806	d2e1587145Meyers-1905	H moll		ital.	Si minore
807	d2e1589252Meyers-1905	Hochkirche		engl.	High Church
808	d2e1589607Meyers-1905	Hochrelief		franz.	Haut-relief
809	d2e1591376Meyers-1905	Hocktide	Hocktage 	engl.	Hockdays
810	d2e1592461Meyers-1905	Hof [3]		lat.	Curia, Aula
811	d2e1594779Meyers-1905	Hofmeister [1]		lat.	Magister, Praefectus curiae
812	d2e1596093Meyers-1905	Hoheit	tc. H. 	franz.	Altesse
813	d2e1598505Meyers-1905	Höhere Gewalt		lat.	Vis major
814	d2e1603508Meyers-1905	Höllenbrand		altd.	hellebrant
815	d2e1604899Meyers-1905	Holstein [1]		lat.	Holsatia
816	d2e1605704Meyers-1905	Holz [1]		lat.	Lignum
817	d2e1613569Meyers-1905	Honig		lat.	Mel
818	d2e1619064Meyers-1905	Horn [2]		ital.	Corno
819	d2e1624296Meyers-1905	Hospīz		lat.	Hospitium
820	d2e1626724Meyers-1905	Höxter	. — H. 	lat.	Huxaria
821	d2e1631995Meyers-1905	Hugenotten		franz.	Huguenots
822	d2e1632533Meyers-1905	Hugo [1]		franz.	Hugues
823	d2e1636262Meyers-1905	Humanität		lat.	humanĭtas
824	d2e1636411Meyers-1905	Humbert [1]		ital.	Umbérto
825	d2e1637576Meyers-1905	Humŏr	ort H. 	lat.	hūmor
826	d2e1637734Meyers-1905	Humpen		franz.	hanap
827	d2e1639592Meyers-1905	Hundert Tage		franz.	Cent jours
828	d2e1642932Meyers-1905	Hürdenrennen		engl.	Hurdle race
829	d2e1643051Meyers-1905	Huri		arab.	hûr
830	d2e1644208Meyers-1905	Husten		lat.	Tussis
831	d2e1644399Meyers-1905	Hut [1]	s 	lat.	pileus
832	d2e1645290Meyers-1905	Hütte [2]		engl.	Poop
833	d2e1645533Meyers-1905	Hüttenböden		ital.	Fondi delle [di] capanne
834	d2e1653417Meyers-1905	Hypäthrāltempel		griech.	hypaithron
835	d2e1654976Meyers-1905	Hyphe		griech.	Hypha
836	d2e1658621Meyers-1905	Iapygĭa	n 	lat.	Apuli
837	d2e1661577Meyers-1905	Id		arab.	'id
838	d2e1662240Meyers-1905	Idee		griech.	eidos
839	d2e1663262Meyers-1905	Idīsen		althochd.	idisi, itisi;
